Category,Company,City,Phone,Website,Decora fit
Gift / corporate-gift,Tshirt Hutt,"Warehiuse # 7, Near Lucky R/A, Industrial Area 2",+971569004257,,decor objects + clocks + gifting
Gift / corporate-gift,Tuba International Trading Establishment,"Green Belt Rd, Indl Area 5",+97165433696,,decor objects + clocks + gifting
Gift / corporate-gift,Two Dirhams Centre,"Near K M R/A, Hamad Bin Matar St",+97192244754,,decor objects + clocks + gifting
Gift / corporate-gift,Two Land Gifts LLC,"Near Deira Park Hotel, Yousuf Baker Rd, Deira",+97142240063,,decor objects + clocks + gifting
Gift / corporate-gift,U Shop Gifts LLC,"One to One Hotel, Salam St",+97124995607,,decor objects + clocks + gifting
Gift / corporate-gift,Venus Gifts,"Dana Plaza, Khalidiya",+97126653622,,decor objects + clocks + gifting
Gift / corporate-gift,Vertex Trading,"1st Flr, Al Mulla Plaza, Al Ghusais",+97142988300,,decor objects + clocks + gifting
Gift / corporate-gift,Vista International Advertising LLC,"Near Al Abbar Glass, Ras Al Khor",+97143332011,,decor objects + clocks + gifting
Gift / corporate-gift,Wafi Gifts Trading,"Suwan Tower, Near Dream Sea Discount Centre",+97167471503,,decor objects + clocks + gifting
Gift / corporate-gift,White Gates Gifts,TCA,+97126444989,,decor objects + clocks + gifting
Gift / corporate-gift,Winner Awards,"Al Aweer Rd, Ras Al Khor Indl Area 1",+97143201415,,decor objects + clocks + gifting
Gift / corporate-gift,Wisconson Trading Establishment,"66, Al Sahara Bldg, Near Boorj 2000, Municipality R/A",+97165616536,,decor objects + clocks + gifting
Gift / corporate-gift,Yademan Gifts Trading,"33rd Floor, Prime Tower Building, Business Bay",,,decor objects + clocks + gifting
Gift / corporate-gift,Zohaib Promotions and Marketing Services,"301, A Block, Twin Towers, Jamal Abdul Naser St",,,decor objects + clocks + gifting
Gift shop,Al Mabsoot Gift Trading,"Shop 2, Near Gold Souk, Deira",+97142257696,,decor objects + clocks
Gift shop,Al Malmas Gifts Centre LLC,"Old Gold Mrkt, Deira",+97142354787,,decor objects + clocks
Gift shop,Al Mumtaz Flower Tr.,"Shop # 9, Bldg # 3010, Al Reem Heights, Al Reem 5, Muweilah Commercial",+971569827992,,decor objects + clocks
Gift shop,Cecilia Collections,Al Bustan Center,+97142639986,,decor objects + clocks
Gift shop,Dar Al Ibdaa Advertising,"Al Muteena St, Deira",+97142733215,,decor objects + clocks
Gift shop,Papa Gifts,"21, Al Baraha Bldg, Bhnd Aeroplane Rest, Deira",+97142732529,,decor objects + clocks
Gift shop,Tada International FZE,Al Barsha,,,decor objects + clocks
Hotel & hospitality supplier,Hamida Garments and Workshop LLC,Industrial Area,+971526991006,,serveware/tableware
Hotel & hospitality supplier,Asian Plastic Products Trading LLC,"Office 8, Ground Floor, Al Muwaihat 3",+971504935123,,serveware/tableware
Hotel & hospitality supplier,Best Care General Trading LLC,Industrial Area 2,+97167490620,,serveware/tableware
Hotel & hospitality supplier,Biome Pack LLC,"Warehouse 3, Warsan 2, International City",+97145779775,,serveware/tableware
Hotel & hospitality supplier,Al Mas Cleaning Mat Trdg LLC,Industrial Area 10,+97165438444,,serveware/tableware
Hotel & hospitality supplier,B Tex International LLC,New Indl Area,+97167480425,,serveware/tableware
Hotel & hospitality supplier,Bravo Kitchen Equipment Factory LLC,AI Qusais Ind.Area,+97142273004,,serveware/tableware
Hotel & hospitality supplier,Carekitchen Equipment Trading LLC,"Office 138, Unique World Business Centre, R 364, Building Al Wasl Properties, Al Karama",+97142610363,,serveware/tableware
Hotel & hospitality supplier,Casino Hotel Supplies LLC,"Office M03, Ali Obaid PS Building, Port Saeed Area, Deira",+97143249819,,serveware/tableware
Hotel & hospitality supplier,Dana Kitchen Manufacturing LLC,,+97142520680,,serveware/tableware
Hotel & hospitality supplier,Display Solutions Hub,,+971556779064,,serveware/tableware
Hotel & hospitality supplier,Emerald Glow LLC,Sharjah,+971551229215,,serveware/tableware
Hotel & hospitality supplier,Emmarko Pools Trading LLC,"Shop No. 2, O-07, Persia Cluster, International City",,,serveware/tableware
Hotel & hospitality supplier,Emporia General Trading LLC,"Next to Emirates Logistics, Al Ghusais Industrial Area 5",+97142026500,,serveware/tableware
Hotel & hospitality supplier,Exact Trading LLC,Dubai,+97143861622,,serveware/tableware
Hotel & hospitality supplier,Global Stores,,+97167426001,,serveware/tableware
Hotel & hospitality supplier,Greenline FZC,"P6 142, SAIF Zone",+97165578990,,serveware/tableware
Hotel & hospitality supplier,Hongkong General Trading LLC,"Central Plaza 2, Street Number 71, Al Jurf 2",+97167678800,,serveware/tableware
Hotel & hospitality supplier,Horeca Trading Co. LLC,"Showroom 01, Bldg No 9, 19 Street Al Quoz  Industrial Area 3",+971800467322,,serveware/tableware
Hotel & hospitality supplier,Indo Arabian Global General Trading LLC,"Opp Home Centre Logistics, Al Quoz 2",+97143415210,,serveware/tableware
Hotel & hospitality supplier,Infinity Hotel Supplies LLC,Mohd Obaid Al Majid Building,+97142639688,,serveware/tableware
Hotel & hospitality supplier,INMA Hotels Outfit LLC,"Office 3, Al Nuaimia 1",+971569326504,,serveware/tableware
Hotel & hospitality supplier,Khiara Traders,"Shop 1, The Metro Centre, Near Abu Baker Al Siddique Metro Station",+97142661772,,serveware/tableware
Hotel & hospitality supplier,Luxor General Trading LLC,"Abu Ghazaleh Bldg, Al Quoz 3",+97143809399,,serveware/tableware
Hotel & hospitality supplier,Masterful Hotels Accessories Trading LLC,"2302, Level 23, BM Office Towers, Al Ittihad Rd",+97165547400,,serveware/tableware
Hotel & hospitality supplier,Metro Hotel Supplies LLC,"Near Abu Baker Al Siddique Metro Station, Salahuddin Street, Deira",+97143539331,,serveware/tableware
Hotel & hospitality supplier,My Cotton General Trading LLC,Dubai,+97142873626,,serveware/tableware
Hotel & hospitality supplier,Nilkamal Crates and Bins FZE,Ajman,+97167401252,,serveware/tableware
Hotel & hospitality supplier,OS & E International LLC,Business Bay,+97144565813,,serveware/tableware
Hotel & hospitality supplier,Pure Tex,"1404-11, 14th Floor, Opal Tower, Business Bay",,,serveware/tableware
Hotel & hospitality supplier,Regency Bed Linen Industry LLC,"Industrial Area 1, Opposite Sanaiya Police Station",+971565618513,,serveware/tableware
Hotel & hospitality supplier,Royal Hospitality LLC,Ajman,+971565486516,,serveware/tableware
Hotel & hospitality supplier,RSAS Trading LLC,"Al Reem Avenue, Al Nahda",+97165541051,,serveware/tableware
Hotel & hospitality supplier,SPA World General Trading,"Store Number 7, Plot Number 15, M17 Mussafah",+971588382030,,serveware/tableware
Hotel & hospitality supplier,Tex Mart,New Indl Area,+97167482565,,serveware/tableware
Hotel & hospitality supplier,Trimurty Trading FZCO,"13, E5, China Cluster, International City",+97144205481,,serveware/tableware
Hotel & hospitality supplier,Valencia International General Trading LLC,"Near Unimix, Jebel Ali Ind Area 1",+97143406533,,serveware/tableware
Hotel & hospitality supplier,Whiteline Detergents Factory LLC,"11 /2,3,4 & 7, Al Bayan Complex, Umm al Thoub, New Industrial Area",+97167670945,,serveware/tableware
Hotel & hospitality supplier,ADA Pacific Direct General Trading LLC,"Office 106, Bldg. 7, Gold & Diamond Park",+97143418920,,serveware/tableware
Hotel & hospitality supplier,Ajmal Plastic Ware Trading,"12, Near Bin Ladin R/A",+97165347325,,serveware/tableware
Hotel & hospitality supplier,Al Ahrar Hotel Supplies LLC,"Salahuddin Rd, Deira",+97142622661,,serveware/tableware
Hotel & hospitality supplier,Al Andalus Hotel Supplies LLC,"Showroom 01, King Abdul Aziz Street",+97165744485,,serveware/tableware
Hotel & hospitality supplier,Al Basma Detergents and Cleaning Ind LLC,"Near GE Electrical Co., Indl Area 15",+97165351554,,serveware/tableware
Hotel & hospitality supplier,Al Bayan Kitchen Equipment LLC,"Spectra Building, Salahuddin Road, Deira",+97142666980,,serveware/tableware
Hotel & hospitality supplier,Al Khatib Vending LLC,"W/House 2, Al Qusais Indl Area 1",+97142671107,,serveware/tableware
Hotel & hospitality supplier,Al Majal Company LLC,"Arenco Bldg, Zabeel Rd",+97143375135,,serveware/tableware
Hotel & hospitality supplier,Al Nahar Building Materials LLC,"Bhnd Times Square, Al Quoz",+97143408626,,serveware/tableware
Hotel & hospitality supplier,Al Shemail Garment Trading,"Bhnd Lacnor Juice Factory, Indl Area 4",+97165398570,,serveware/tableware
Hotel & hospitality supplier,Al Zaher General Facilities Supply LLC,Al Qusais Indl Area 3,+97142585000,,serveware/tableware
Hotel & hospitality supplier,Allsorts,Al Quoz,+97143414175,,serveware/tableware
Hotel & hospitality supplier,Aranco Hotel Suppliers LLC,"101, Al Adil Bldg, Beside Adnoc, Al Falah St",+97126506697,,serveware/tableware
Hotel & hospitality supplier,Astro ME FZC,Ajman,+97142647749,,serveware/tableware
Hotel & hospitality supplier,Avia Tech Company LLC,"Bhnd Spinneys, Al Quoz",+97143408331,,serveware/tableware
Hotel & hospitality supplier,Aviation Hotel Supplies LLC,"2nd Floor, Al Jamal Bldg, Near Al Noor Hospital, Khalifa St",+97126275611,,serveware/tableware
Hotel & hospitality supplier,Bahraja Trading,"222, Nehal S/Market Bldg, Al Qusais",+97142672353,,serveware/tableware
Hotel & hospitality supplier,Baseem Trading Establishment,"Opposite Strand Hotel, Building No. 28, Alia Rashid Al Suwaidi Building",+97126448129,,serveware/tableware
Hotel & hospitality supplier,Blossom Household Appliances Trading LLC,"Shop 4, Al Amani Bldg, Bhnd Ministry of Health, Karama",+97143965636,,serveware/tableware
Hotel & hospitality supplier,Blue Horizon Trading Company LLC,"al nakheel building,al karama",+97143353177,,serveware/tableware
Hotel & hospitality supplier,Casinetto Trading LLC,Al Quoz 1,+97143419230,,serveware/tableware
Hotel & hospitality supplier,Champions Energy Inc,A3-23 SAIF Zone,,,serveware/tableware
Hotel & hospitality supplier,Ciarla Group FZE,Jebal Ali,+97148833576,,serveware/tableware
Hotel & hospitality supplier,Cleres Dyne General Trading LLC,"309, Nawras Tower, Al Qusais 1",+97142735787,,serveware/tableware
Hotel & hospitality supplier,Coffema International General Trading LLC,Dubai,+97143386401,,serveware/tableware
Hotel & hospitality supplier,Crystal Cleaning Material LLC,"313, Firdous Compound, Sector M3, Musaffah",+97125551658,,serveware/tableware
Hotel & hospitality supplier,Diamond Line FZE,"Opp Unimix, Between R/A 12 & 13, Jebel Ali Free Zone",+97148838782,,serveware/tableware
Hotel & hospitality supplier,Direct Hotel Supplies,"4th I/Change, Al Quoz",+97143479449,,serveware/tableware
Hotel & hospitality supplier,East West World General Trading LLC,Dubai,+97142556552,,serveware/tableware
Hotel & hospitality supplier,Emirates Dimlaj Trading LLC,"Office 10, Mansoor Building, Al Quoz",+97142351045,,serveware/tableware
Hotel & hospitality supplier,Empire Trading Establishment,"Bhnd Falcon Pack, Indl Area 15",+97165340430,,serveware/tableware
Hotel & hospitality supplier,Etihad Global Hospitality,"Port Saeed, Deira",+97142526622,,serveware/tableware
Hotel & hospitality supplier,Euphoria,"102, Ahmed Al Badie Tower, Lulu St",+97126277055,,serveware/tableware
Hotel & hospitality supplier,Excel International Middle East LLC,Al Ghusais Indl Area 3,+97142677682,,serveware/tableware
Hotel & hospitality supplier,Excellence Hotel Supplies LLC,"202, Abdulla Asari Bldg, Bhnd Dnata, Deira",+97142546178,,serveware/tableware
Hotel & hospitality supplier,Falaknaz Habitat,"1st Floor, Jumeirah Plaza Building, Jumeirah 1 Street, Between 3rd & 4th InterChange, Al Quoz Indust",+97143447456,,serveware/tableware
Hotel & hospitality supplier,Farshu Hospitality Supplies LLC,"Al Makeen Bldg, Airport Rd, Deira",,,serveware/tableware
Hotel & hospitality supplier,Golden Crane Trdg Co LLC,Deira,+97142669533,,serveware/tableware
Hotel & hospitality supplier,Grand Shanghai Hotel Supplies LLC,"City Avenue Bldg, Port Saeed",+97142504958,,serveware/tableware
Hotel & hospitality supplier,Grand Stores,"Saleh Bin Lahij Bldg, Al Garhoud",+97142823700,,serveware/tableware
Hotel & hospitality supplier,Gulf Hotel Supplies Co LLC,Deira,+97142501003,,serveware/tableware
Hotel & hospitality supplier,Hot Rest Packaging,Al Quoz 1,+97143476561,,serveware/tableware
Hotel & hospitality supplier,Hotel Concepts,"Bhnd BMTC Bldg, Khabisi Area, Deira",+97142662581,,serveware/tableware
Hotel & hospitality supplier,Ideas For Brands,"202, Zabeel Bldg, Opp Rivoli S/Room, Karama",+97143576777,,serveware/tableware
Hotel & hospitality supplier,Indigo Hospitality Supplies LLC,"Opp of Centuary Express WH No 3, Industrial Area 4, Al Qusais",+97142860960,,serveware/tableware
Hotel & hospitality supplier,Infinity Hospitality Turnkey Solution,"2nd Floor, Mohd. Obaid Al Majid Bldg, Marrakech Street",+971553873297,,serveware/tableware
Hotel & hospitality supplier,Jora Vending Machines LLC,Al Quoz Indl Area 3,+97142652663,,serveware/tableware
Hotel & hospitality supplier,Jumeirah Hospitality,Emirates Towers Hotel,+97143403952,,serveware/tableware
Hotel & hospitality supplier,Kamal Laundry and Kitchen Equipment Trading LLC,"Shop No 1, Al Nasr Plaza, Oud Metha",+97143574370,,serveware/tableware
Hotel & hospitality supplier,Land & Sea Trading,"Near Muraqabat Police Stn, Salahuddin R",+97142526601,,serveware/tableware
Hotel & hospitality supplier,Land and Sea Household Trading Company LLC,"Shipco Bldg, Corniche Rd, Suweihan Area",,,serveware/tableware
Hotel & hospitality supplier,Linkage Trading LLC,"Block B, Trade Centre Apts, Sh Zayed Rd",+97143318548,,serveware/tableware
Hotel & hospitality supplier,Maples Hotel Supplies,"Opposite China Mall, Al Jurf",+97167488836,,serveware/tableware
Hotel & hospitality supplier,Marhaba Facility Supplies,"Near Lulu Centre, Bhnd ADCB Bank",+97167457863,,serveware/tableware
Hotel & hospitality supplier,Messerschmitt,JAFZA,+97148871662,,serveware/tableware
Hotel & hospitality supplier,MG Hotel Supplies,"WH 14, Al Quoz",+97142955600,,serveware/tableware
Hotel & hospitality supplier,Middle East Fuji LLC,"Bldg # 7, Street # 4, Al Quoz Industrial Area 3",+97143474444,,serveware/tableware
Hotel & hospitality supplier,Middle East Hotel Supplies,"Showroom 7 & 8, Salah Uddin Street, Al Sahib Building, Deira",+97142540044,,serveware/tableware
Hotel & hospitality supplier,Middle River General Trading LLC,Deira,+97142950345,,serveware/tableware
Hotel & hospitality supplier,Milano Bedlinen Factory LLC,Industrial Area 2,+97167433104,,serveware/tableware
Hotel & hospitality supplier,Nada Hotels Accessories Trading,"Near Maza Signal, Double Cola Rd, Indl Area 5",+97165421500,,serveware/tableware
Hotel & hospitality supplier,Noor Al Fadal Trading L.L.C,Al Qusais,+97148817587,,serveware/tableware
Hotel & hospitality supplier,Orsini Middle East,"2nd Flr, Atrium Centre, Sh Zayed Rd",+97143434878,,serveware/tableware
Hotel & hospitality supplier,Perfetti Hospitality Supplies,,+97143618820,,serveware/tableware
Hotel & hospitality supplier,R J Business Hub FZE,Hamriya Free Zone 2,+97165264867,,serveware/tableware
Hotel & hospitality supplier,Red Line Building Material Trading LLC,"Near Nakheel Centre, Al Nakheel Road, Deira",,,serveware/tableware
Hotel & hospitality supplier,Reem Asia Trading LLC,"Twin Tower, Block D, Al Qusais",+97142588920,,serveware/tableware
Hotel & hospitality supplier,Restofair RAK LLC,"Al Jazeera, Al Hamra",+97172445591,,serveware/tableware
Hotel & hospitality supplier,Royal Clean LLC,"Bhnd Gulf Car Svce & Khalifa Masjid, New Indl Area",+97167481955,,serveware/tableware
Hotel & hospitality supplier,S H A Hospitality Solutions,Dubai,+97143932539,,serveware/tableware
Hotel & hospitality supplier,Sahaba Hospitality Supplies,Deira,+97142599604,,serveware/tableware
Hotel & hospitality supplier,Sara Hotel and Restaurant Div,"Near Traders Hotel, Salauddin Rd, Deira",+97142659797,,serveware/tableware
Hotel & hospitality supplier,Silver Arcade Linen LLC,DIP,+97148815902,,serveware/tableware
Hotel & hospitality supplier,Sky Horizon Facilities Supply LLC,"3rd I/Change, Al Quoz",+97143409031,,serveware/tableware
Hotel & hospitality supplier,Star Link General Trading LLC,Deira,+97142293731,,serveware/tableware
Hotel & hospitality supplier,Super Star Indl Equipment for Hotel and Restaurants,New Indl Area,+97167438982,,serveware/tableware
Hotel & hospitality supplier,Swiss Hotel Supplies,"King Faisal Rd, Behind RAK Bank",+97165739777,,serveware/tableware
Hotel & hospitality supplier,Tarrab Trading Company LLC,"Near Home Center Logistics, Al Quoz",+97143388533,,serveware/tableware
Hotel & hospitality supplier,Top Ten Catering Equipments Trading,Dubai,+97143539931,,serveware/tableware
Hotel & hospitality supplier,Towel and Linen Supplies Company LLC,"22, Arbift Tower, Baniyas Rd, Deira",+97143297360,,serveware/tableware
Hotel & hospitality supplier,Trade City General Trading,"Auto Centre Bldg, Deira",,,serveware/tableware
